x-axis,1,2
second,Volt,Volt
-14.1520E-03,-4.4437498E+00,-293.3313E-03
-14.0240E-03,-4.3874998E+00,-292.5500E-03
-13.8960E-03,-4.2890623E+00,-289.4250E-03
-13.7680E-03,-4.1765623E+00,-287.0813E-03
-13.6400E-03,-4.1062498E+00,-288.6438E-03
-13.5120E-03,-3.9374998E+00,-286.3000E-03
-13.3840E-03,-3.8249998E+00,-283.1750E-03
-13.2560E-03,-3.6703123E+00,-280.8313E-03
-13.1280E-03,-3.5999998E+00,-279.2688E-03
-13.0000E-03,-3.3890623E+00,-279.2688E-03
-12.8720E-03,-3.1781248E+00,-273.8000E-03
-12.7440E-03,-2.8828123E+00,-267.5500E-03
-12.6160E-03,-2.6578123E+00,-262.0813E-03
-12.4880E-03,-2.4890623E+00,-260.5188E-03
-12.3600E-03,-2.3203123E+00,-255.8313E-03
-12.2320E-03,-2.1937499E+00,-248.8000E-03
-12.1040E-03,-2.0249999E+00,-245.6750E-03
-11.9760E-03,-1.8140624E+00,-240.2063E-03
-11.8480E-03,-1.6453124E+00,-233.9563E-03
-11.7200E-03,-1.4624999E+00,-227.7063E-03
-11.5920E-03,-1.3078124E+00,-221.4563E-03
-11.4640E-03,-1.1812499E+00,-215.9875E-03
-11.3360E-03,-984.3749E-03,-211.3000E-03
-11.2080E-03,-843.7499E-03,-205.0500E-03
-11.0800E-03,-745.3124E-03,-196.4563E-03
-10.9520E-03,-520.3124E-03,-190.2063E-03
-10.8240E-03,-393.7499E-03,-183.1750E-03
-10.6960E-03,-253.1249E-03,-175.3625E-03
-10.5680E-03,-154.6874E-03,-167.5500E-03
-10.4400E-03,-14.0624E-03,-161.3000E-03
-10.3120E-03,+56.2501E-03,-152.7063E-03
-10.1840E-03,+126.5626E-03,-145.6750E-03
-10.0560E-03,+210.9376E-03,-136.3000E-03
-9.9280E-03,+295.3126E-03,-124.5813E-03
-9.8000E-03,+379.6876E-03,-115.9875E-03
-9.6720E-03,+393.7501E-03,-110.5188E-03
-9.5440E-03,+478.1251E-03,-95.6750E-03
-9.4160E-03,+562.5001E-03,-85.5188E-03
-9.2880E-03,+604.6876E-03,-75.3625E-03
-9.1600E-03,+632.8126E-03,-67.5500E-03
-9.0320E-03,+689.0626E-03,-55.0500E-03
-8.9040E-03,+717.1876E-03,-40.9875E-03
-8.7760E-03,+759.3751E-03,-31.6125E-03
-8.6480E-03,+787.5001E-03,-18.3313E-03
-8.5200E-03,+843.7501E-03,-6.6125E-03
-8.3920E-03,+843.7501E-03,+3.5438E-03
-8.2640E-03,+900.0001E-03,+19.1688E-03
-8.1360E-03,+900.0001E-03,+33.2313E-03
-8.0080E-03,+956.2501E-03,+41.0438E-03
-7.8800E-03,+1.0125001E+00,+54.3250E-03
-7.7520E-03,+1.0687501E+00,+69.1688E-03
-7.6240E-03,+1.1671876E+00,+81.6688E-03
-7.4960E-03,+1.1671876E+00,+94.9500E-03
-7.3680E-03,+1.2375001E+00,+104.3250E-03
-7.2400E-03,+1.2937501E+00,+119.1688E-03
-7.1120E-03,+1.3359376E+00,+134.7938E-03
-6.9840E-03,+1.4484376E+00,+146.5125E-03
-6.8560E-03,+1.5609375E+00,+156.6688E-03
-6.7280E-03,+1.6734375E+00,+166.8250E-03
-6.6000E-03,+1.7578125E+00,+179.3250E-03
-6.4720E-03,+1.9265625E+00,+194.1688E-03
-6.3440E-03,+2.1234375E+00,+204.3250E-03
-6.2160E-03,+2.3062500E+00,+213.7000E-03
-6.0880E-03,+2.5171875E+00,+226.2000E-03
-5.9600E-03,+2.7000000E+00,+235.5750E-03
-5.8320E-03,+2.8546875E+00,+244.1688E-03
-5.7040E-03,+3.0796875E+00,+251.2000E-03
-5.5760E-03,+3.3468750E+00,+259.7938E-03
-5.4480E-03,+3.4734375E+00,+267.6063E-03
-5.3200E-03,+3.7125000E+00,+273.0750E-03
-5.1920E-03,+3.8671875E+00,+279.3250E-03
-5.0640E-03,+3.9796875E+00,+284.7938E-03
-4.9360E-03,+4.1625000E+00,+285.5750E-03
-4.8080E-03,+4.2609375E+00,+293.3875E-03
-4.6800E-03,+4.3734375E+00,+292.6063E-03
-4.5520E-03,+4.4437500E+00,+298.0750E-03
-4.4240E-03,+4.4859375E+00,+298.0750E-03
-4.2960E-03,+4.4578125E+00,+298.0750E-03
-4.1680E-03,+4.4578125E+00,+298.0750E-03
-4.0400E-03,+4.4578125E+00,+298.0750E-03
-3.9120E-03,+4.3453125E+00,+298.0750E-03
-3.7840E-03,+4.2609375E+00,+298.0750E-03
-3.6560E-03,+4.1203125E+00,+292.6063E-03
-3.5280E-03,+4.0078125E+00,+294.9500E-03
-3.4000E-03,+3.8531250E+00,+289.4813E-03
-3.2720E-03,+3.7265625E+00,+288.7000E-03
-3.1440E-03,+3.6562500E+00,+288.7000E-03
-3.0160E-03,+3.4593750E+00,+285.5750E-03
-2.8880E-03,+3.1921875E+00,+282.4500E-03
-2.7600E-03,+3.0234375E+00,+279.3250E-03
-2.6320E-03,+2.7703125E+00,+270.7313E-03
-2.5040E-03,+2.6015625E+00,+266.8250E-03
-2.3760E-03,+2.3765625E+00,+261.3563E-03
-2.2480E-03,+2.2500000E+00,+260.5750E-03
-2.1200E-03,+2.0812500E+00,+254.3250E-03
-1.9920E-03,+1.8703125E+00,+244.1688E-03
-1.8640E-03,+1.6453125E+00,+244.1688E-03
-1.7360E-03,+1.5328125E+00,+236.3563E-03
-1.6080E-03,+1.4062501E+00,+232.4500E-03
-1.4800E-03,+1.2093751E+00,+226.2000E-03
-1.3520E-03,+1.0687501E+00,+217.6063E-03
-1.2240E-03,+956.2501E-03,+213.7000E-03
-1.0960E-03,+787.5001E-03,+207.4500E-03
-968.0E-06,+660.9376E-03,+201.2000E-03
-840.0E-06,+506.2501E-03,+191.8250E-03
-712.0E-06,+351.5626E-03,+185.5750E-03
-584.0E-06,+196.8751E-03,+176.2000E-03
-456.0E-06,+84.3751E-03,+167.6063E-03
-328.0E-06,-42.1874E-03,+158.2313E-03
-200.0E-06,-98.4374E-03,+151.9813E-03
-72.0E-06,-168.7499E-03,+142.6063E-03
+56.0E-06,-267.1874E-03,+134.0125E-03
+184.0E-06,-323.4374E-03,+123.8563E-03
+312.0E-06,-351.5624E-03,+115.2625E-03
+440.0E-06,-449.9999E-03,+108.2313E-03
+568.0E-06,-478.1249E-03,+95.7313E-03
+696.0E-06,-520.3124E-03,+80.8875E-03
+824.0E-06,-604.6874E-03,+73.8563E-03
+952.0E-06,-660.9374E-03,+63.7000E-03
+1.0800E-03,-717.1874E-03,+49.6375E-03
+1.2080E-03,-759.3749E-03,+37.1375E-03
+1.3360E-03,-773.4374E-03,+27.7625E-03
+1.4640E-03,-745.3124E-03,+17.6063E-03
+1.5920E-03,-829.6874E-03,+1.9813E-03
+1.7200E-03,-843.7499E-03,-8.1750E-03
+1.8480E-03,-899.9999E-03,-17.5500E-03
+1.9760E-03,-914.0624E-03,-35.5188E-03
+2.1040E-03,-942.1874E-03,-44.8938E-03
+2.2320E-03,-970.3124E-03,-57.3938E-03
+2.3600E-03,-1.0265624E+00,-69.8938E-03
+2.4880E-03,-1.1249999E+00,-85.5188E-03
+2.6160E-03,-1.1390624E+00,-98.8000E-03
+2.7440E-03,-1.2656249E+00,-111.3000E-03
+2.8720E-03,-1.3359374E+00,-125.3625E-03
+3.0000E-03,-1.3640624E+00,-137.0813E-03
+3.1280E-03,-1.4765624E+00,-148.8000E-03
+3.2560E-03,-1.5749999E+00,-160.5188E-03
+3.3840E-03,-1.7437499E+00,-169.8938E-03
+3.5120E-03,-1.8984374E+00,-185.5188E-03
+3.6400E-03,-2.0671874E+00,-194.1125E-03
+3.7680E-03,-2.2359374E+00,-207.3938E-03
+3.8960E-03,-2.3624998E+00,-214.4250E-03
+4.0240E-03,-2.6718748E+00,-226.1438E-03
+4.1520E-03,-2.8406248E+00,-233.1750E-03
+4.2800E-03,-3.0656248E+00,-244.1125E-03
+4.4080E-03,-3.2484373E+00,-251.9250E-03
+4.5360E-03,-3.4031248E+00,-258.1750E-03
+4.6640E-03,-3.6703123E+00,-264.4250E-03
+4.7920E-03,-3.7687498E+00,-270.6750E-03
+4.9200E-03,-3.9374998E+00,-276.9250E-03
+5.0480E-03,-4.0921873E+00,-282.3938E-03
+5.1760E-03,-4.1624998E+00,-285.5188E-03
+5.3040E-03,-4.3171873E+00,-286.3000E-03
+5.4320E-03,-4.3734373E+00,-287.0813E-03
+5.5600E-03,-4.4437498E+00,-289.4250E-03
+5.6880E-03,-4.4437498E+00,-290.2063E-03
+5.8160E-03,-4.4296873E+00,-291.7688E-03
+5.9440E-03,-4.3874998E+00,-292.5500E-03
+6.0720E-03,-4.3453123E+00,-289.4250E-03
+6.2000E-03,-4.1906248E+00,-289.4250E-03
+6.3280E-03,-4.1203123E+00,-289.4250E-03
+6.4560E-03,-4.0359373E+00,-287.0813E-03
+6.5840E-03,-3.8390623E+00,-283.1750E-03
+6.7120E-03,-3.7265623E+00,-285.5188E-03
+6.8400E-03,-3.6140623E+00,-280.0500E-03
+6.9680E-03,-3.5015623E+00,-279.2688E-03
+7.0960E-03,-3.2765623E+00,-276.9250E-03
+7.2240E-03,-2.9390623E+00,-270.6750E-03
+7.3520E-03,-2.7140623E+00,-262.0813E-03
+7.4800E-03,-2.5874998E+00,-261.3000E-03
+7.6080E-03,-2.3765623E+00,-255.8313E-03
+7.7360E-03,-2.2499999E+00,-254.2688E-03
+7.8640E-03,-2.0531249E+00,-246.4563E-03
+7.9920E-03,-1.8843749E+00,-242.5500E-03
+8.1200E-03,-1.7015624E+00,-239.4250E-03
+8.2480E-03,-1.5187499E+00,-230.8313E-03
+8.3760E-03,-1.3499999E+00,-224.5813E-03
+8.5040E-03,-1.1953124E+00,-217.5500E-03
+8.6320E-03,-1.0687499E+00,-212.0813E-03
+8.7600E-03,-857.8124E-03,-205.8313E-03
+8.8880E-03,-745.3124E-03,-198.8000E-03
+9.0160E-03,-576.5624E-03,-193.3313E-03
+9.1440E-03,-449.9999E-03,-184.7375E-03
+9.2720E-03,-337.4999E-03,-177.7063E-03
+9.4000E-03,-182.8124E-03,-168.3313E-03
+9.5280E-03,-70.3124E-03,-162.0813E-03
+9.6560E-03,+42.1876E-03,-155.0500E-03
+9.7840E-03,+126.5626E-03,-146.4563E-03
+9.9120E-03,+210.9376E-03,-136.3000E-03
+10.0400E-03,+281.2501E-03,-130.0500E-03
+10.1680E-03,+295.3126E-03,-118.3313E-03
+10.2960E-03,+421.8751E-03,-111.3000E-03
+10.4240E-03,+506.2501E-03,-101.9250E-03
+10.5520E-03,+548.4376E-03,-89.4250E-03
+10.6800E-03,+604.6876E-03,-80.0500E-03
+10.8080E-03,+604.6876E-03,-65.2063E-03
+10.9360E-03,+660.9376E-03,-55.8313E-03
+11.0640E-03,+689.0626E-03,-45.6750E-03
+11.1920E-03,+731.2501E-03,-36.3000E-03
+11.3200E-03,+787.5001E-03,-21.4563E-03
+11.4480E-03,+843.7501E-03,-8.9563E-03
+11.5760E-03,+843.7501E-03,+418.8E-06
+11.7040E-03,+900.0001E-03,+16.0438E-03
+11.8320E-03,+914.0626E-03,+30.1063E-03
+11.9600E-03,+970.3126E-03,+38.7000E-03
+12.0880E-03,+970.3126E-03,+53.5438E-03
+12.2160E-03,+1.0687501E+00,+66.0438E-03
+12.3440E-03,+1.1109376E+00,+76.2000E-03
+12.4720E-03,+1.1671876E+00,+91.0438E-03
+12.6000E-03,+1.2656251E+00,+103.5438E-03
+12.7280E-03,+1.2375001E+00,+116.8250E-03
+12.8560E-03,+1.3500001E+00,+129.3250E-03
+12.9840E-03,+1.4062501E+00,+141.8250E-03
+13.1120E-03,+1.5609375E+00,+156.6688E-03
+13.2400E-03,+1.6171875E+00,+166.8250E-03
+13.3680E-03,+1.7437500E+00,+179.3250E-03
+13.4960E-03,+1.8984375E+00,+189.4813E-03
+13.6240E-03,+2.0250000E+00,+200.4188E-03
+13.7520E-03,+2.2500000E+00,+212.9188E-03
+13.8800E-03,+2.4046875E+00,+222.2938E-03
+14.0080E-03,+2.6718750E+00,+234.7938E-03
+14.1360E-03,+2.8406250E+00,+241.0438E-03
+14.2640E-03,+3.0375000E+00,+245.7313E-03
+14.3920E-03,+3.2906250E+00,+257.4500E-03
+14.5200E-03,+3.4171875E+00,+263.7000E-03
+14.6480E-03,+3.6843750E+00,+272.2938E-03
+14.7760E-03,+3.7828125E+00,+278.5438E-03
+14.9040E-03,+3.9796875E+00,+281.6688E-03
+15.0320E-03,+4.0500000E+00,+285.5750E-03
+15.1600E-03,+4.2187500E+00,+291.8250E-03
+15.2880E-03,+4.3734375E+00,+294.1688E-03
+15.4160E-03,+4.4296875E+00,+298.0750E-03
+15.5440E-03,+4.4859375E+00,+298.0750E-03
+15.6720E-03,+4.4578125E+00,+298.0750E-03
+15.8000E-03,+4.4437500E+00,+298.0750E-03
+15.9280E-03,+4.4156250E+00,+300.4188E-03
+16.0560E-03,+4.3875000E+00,+298.8563E-03
+16.1840E-03,+4.3171875E+00,+294.9500E-03
+16.3120E-03,+4.1765625E+00,+294.9500E-03
+16.4400E-03,+4.0640625E+00,+297.2938E-03
+16.5680E-03,+3.9093750E+00,+291.8250E-03
+16.6960E-03,+3.8250000E+00,+289.4813E-03
+16.8240E-03,+3.6703125E+00,+288.7000E-03
+16.9520E-03,+3.5015625E+00,+285.5750E-03
+17.0800E-03,+3.3187500E+00,+284.0125E-03
+17.2080E-03,+3.0937500E+00,+279.3250E-03
+17.3360E-03,+2.7843750E+00,+273.0750E-03
+17.4640E-03,+2.6015625E+00,+266.8250E-03
+17.5920E-03,+2.4750000E+00,+260.5750E-03
+17.7200E-03,+2.2921875E+00,+260.5750E-03
